path,git_status,classification,likely_originating_phase_or_project,uniqueness,tracked_modified_or_untracked,recommended_disposition,action_currently_authorized,notes
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I05_CHISEL_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I06_SIGNAL_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I07_OBEDIENCE_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I08_ATTACHMENT_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I09_ALTAR_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I10_VENTRILOQUY_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I11_EXTRACTION_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/ISSUE_QC/CL-EV-001_I12_AFTERIMAGE_ISSUE_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/VOLUME_QC/CL-EV-001_DIGITAL_OUTPUT_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/VOLUME_QC/CL-EV-001_PRINT_OUTPUT_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/VOLUME_QC/CL-EV-001_PUBLICATION_OUTPUT_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/03_VISUAL_QC/VOLUME_QC/CL-EV-001_WHOLE_VOLUME_VISUAL_QC.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/PROOFS/CL-EV-001_PAGE_SEQUENCE_PROOF.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_FROZEN_RELEASE_v1.0/CL-EV-001_RELEASE_SNAPSHOT_STATUS.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_FROZEN_RELEASE_v1.0/manifests/CL-EV-001_ARCHIVE_TO_RELEASE_CROSSWALK.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_FROZEN_RELEASE_v1.0/manifests/CL-EV-001_FILE_SIZE_REGISTER.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_FROZEN_RELEASE_v1.0/manifests/CL-EV-001_PUBLIC_RELEASE_NOTES.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_FROZEN_RELEASE_v1.0/manifests/CL-EV-001_RELEASE_CHECKSUMS.sha256,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_FROZEN_RELEASE_v1.0/manifests/CL-EV-001_RELEASE_MANIFEST.json,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_PUBLIC_RELEASE_RECORD.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/05_RELEASE_SNAPSHOT/CL-EV-001_RELEASE_SNAPSHOT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/07_CURSOR_HANDOFF/CL-EV-001_FULL_VOLUME_AUTONOMOUS_RENDER_HANDOFF.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/07_CURSOR_HANDOFF/CL-EV-001_NEW_CHAT_CONTINUATION_HANDOFF.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-EV-001_DRIVE_RECORD_INDEX.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I01_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I02_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I03_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I04_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I05_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I06_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I07_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I08_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I09_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I10_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I11_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-I12_ARCHITECTURE_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I01_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I02_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I03_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I04_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I05_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I06_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I07_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I08_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I09_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I10_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I11_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/08_NOTION_EXPORTS/CL-PM-RS-I12_RELIC_EXPORT.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-EV-001_48_PRODUCTION_PACKETS_VISUAL_PROMPTS.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-EV-001_AUTHORITATIVE_DRIVE_EXPORT_MANIFEST.json,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-EV-001_DRIVE_EXPORT_MANIFEST.json,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-EV-001_VISUAL_PROMPT_QC_AND_RENDER_READINESS.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-PM_48_PAGE_COPY_REGISTER.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-PM_CANON_CHANGE_REPORT.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-PM_DF_FINAL_PROSE_MANUSCRIPT.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/CL-PM_DF_FINAL_TEXT_LOCK.txt,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/GDOC_POINTERS/CL-EV-001_48_PRODUCTION_PACKETS_VISUAL_PROMPTS.gdoc,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/GDOC_POINTERS/CL-EV-001_VISUAL_PROMPT_QC_AND_RENDER_READINESS.gdoc,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/GDOC_POINTERS/CL-PM_48_PAGE_COPY_REGISTER.gdoc,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/GDOC_POINTERS/CL-PM_CANON_CHANGE_REPORT.gdoc,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/GDOC_POINTERS/CL-PM_DF_FINAL_PROSE_MANUSCRIPT.gdoc,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/10_SOURCE_EXPORTS/AUTHORITATIVE_DRIVE/GDOC_POINTERS/CL-PM_DF_FINAL_TEXT_LOCK.gdoc,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/11_FINAL_ARCHIVE_LOCK/CL-EV-001_ARCHIVE_LOCK.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
CRISIS_LITURGIES/EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/11_FINAL_ARCHIVE_LOCK/CL-EV-001_FINAL_STATUS_SUMMARY.md,??,COLLECTION_OR_EXPANSION_MATERIAL,CL-EV-001 The Pygmalion Machine / EXPANSION_VOLUMES,UNIQUE_BASENAME,untracked,PRESERVE,NO,Collection expansion volume work; not part of CL-MIG-001 allowlist.
