manifest_record_id,batch_id,source_absolute_path,source_relative_path,source_parent_path,source_filename,source_extension,source_bytes,source_modified_time_utc,source_sha256,source_git_status,record_type,lifecycle_state,program,volume,authority_state,authority_evidence,proposed_target_absolute_path,proposed_target_relative_path,target_parent_path,target_parent_exists,target_exists,target_collision_type,path_length,path_validation_status,external_binary,external_reference_required,rollback_source_reference,rollback_hash,eligibility_status,inclusion_or_exclusion_reason,human_review_required
MFR-0044,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CORRECTIVE_INTAKES\README.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CORRECTIVE_INTAKES/README.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CORRECTIVE_INTAKES,README.md,.md,120,2026-07-12T20:31:32Z,81482930b6692334c5e8a237ccf0b0080848adfae29bb35c0de237042a228392,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\README.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/README.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,113,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CORRECTIVE_INTAKES\README.md,81482930b6692334c5e8a237ccf0b0080848adfae29bb35c0de237042a228392,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0045,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CURSOR_PACKETS\README.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CURSOR_PACKETS/README.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CURSOR_PACKETS,README.md,.md,125,2026-07-12T20:31:32Z,936a17a70900f866359df7384cf0587ddb0f80e111a153e871bb22bfd35c5e1a,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\README.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/README.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,113,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CURSOR_PACKETS\README.md,936a17a70900f866359df7384cf0587ddb0f80e111a153e871bb22bfd35c5e1a,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0046,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\QUICKSTART.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/QUICKSTART.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,QUICKSTART.md,.md,1540,2026-07-13T14:52:18Z,a0f1ccabdf685bcfed4706873c8d61f25e734c7924b6fa449f1d53116e15d609,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\QUICKSTART.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/QUICKSTART.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,117,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\QUICKSTART.md,a0f1ccabdf685bcfed4706873c8d61f25e734c7924b6fa449f1d53116e15d609,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0047,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\README.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/README.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,README.md,.md,1864,2026-07-13T14:52:18Z,ac909aca133ae0afbc408cf0a741416d487e701a4c01d6852a12a4dbdb96bf32,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\README.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/README.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,113,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\README.md,ac909aca133ae0afbc408cf0a741416d487e701a4c01d6852a12a4dbdb96bf32,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0048,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_MIGRATION_MANIFEST.schema.json,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIGRATION_MANIFEST.schema.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING,CL_MIGRATION_MANIFEST.schema.json,.json,8919,2026-07-13T15:31:04Z,d596cdcfd8e4b63e30285b9420d1805399bbda5d0d6e1a0b86086e06b513b496,PORCELAIN:??,SCHEMA,PLANNING_DERIVED,CRISIS_LITURGIES,,PLANNING_CANDIDATE,CL_MIG_001 plan §3 schemas from planning package,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\06_BUILDER\schemas\CL_MIGRATION_MANIFEST.schema.json,CRISIS_LITURGIES/06_BUILDER/schemas/CL_MIGRATION_MANIFEST.schema.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\06_BUILDER\schemas,NO,NO,NONE,114,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_MIGRATION_MANIFEST.schema.json,d596cdcfd8e4b63e30285b9420d1805399bbda5d0d6e1a0b86086e06b513b496,ELIGIBLE_FOR_DRY_RUN,Migration schemas proposed for builder schema lane,YES
MFR-0049,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_EXTERNAL_BINARY_REFERENCE.schema.json,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_EXTERNAL_BINARY_REFERENCE.schema.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING,CL_EXTERNAL_BINARY_REFERENCE.schema.json,.json,3914,2026-07-13T15:31:04Z,de8ce977d82ba3f026881b6d9e16130c9388028f36bea6f55751a9b33265090f,PORCELAIN:??,SCHEMA,PLANNING_DERIVED,CRISIS_LITURGIES,,PLANNING_CANDIDATE,CL_MIG_001 plan §3 schemas from planning package,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\06_BUILDER\schemas\CL_EXTERNAL_BINARY_REFERENCE.schema.json,CRISIS_LITURGIES/06_BUILDER/schemas/CL_EXTERNAL_BINARY_REFERENCE.schema.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\06_BUILDER\schemas,NO,NO,NONE,121,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_PROJECT_CONTROL\CL_PHASE_02_PLANNING\CL_EXTERNAL_BINARY_REFERENCE.schema.json,de8ce977d82ba3f026881b6d9e16130c9388028f36bea6f55751a9b33265090f,ELIGIBLE_FOR_DRY_RUN,Migration schemas proposed for builder schema lane,YES
MFR-0050,CL-MIG-001,__AUTHOR_NEW__\Release Profile Registry,__AUTHOR_NEW__/Release Profile Registry,__AUTHOR_NEW__,Release Profile Registry,,,,,MISSING,AUTHOR_FROM_RATIFICATION,NOT_YET_AUTHORED,CRISIS_LITURGIES,,UNRESOLVED,CL_MIG_001 plan lists AUTHOR_FROM_RATIFICATION; no source file path exists yet,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\03_RELEASE_PROFILES\CL_RELEASE_PROFILE_REGISTRY.md,CRISIS_LITURGIES/03_RELEASE_PROFILES/CL_RELEASE_PROFILE_REGISTRY.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\03_RELEASE_PROFILES,NO,NO,N/A,112,OK,NO,NO,__AUTHOR_NEW__\Release Profile Registry,,BLOCKED,No source artifact — AUTHOR_FROM_RATIFICATION pending human drafting,YES
MFR-0051,CL-MIG-001,__AUTHOR_NEW__\Canonical Root Ratification,__AUTHOR_NEW__/Canonical Root Ratification,__AUTHOR_NEW__,Canonical Root Ratification,,,,,MISSING,AUTHOR_FROM_RATIFICATION,NOT_YET_AUTHORED,CRISIS_LITURGIES,,UNRESOLVED,CL_MIG_001 plan lists AUTHOR_FROM_RATIFICATION; no source file path exists yet,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions\CL_CANONICAL_ROOT_RATIFICATION.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/accepted_decisions/CL_CANONICAL_ROOT_RATIFICATION.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\accepted_decisions,NO,NO,N/A,139,OK,NO,NO,__AUTHOR_NEW__\Canonical Root Ratification,,BLOCKED,No source artifact — AUTHOR_FROM_RATIFICATION pending human drafting,YES
MFR-0052,CL-MIG-001,__AUTHOR_NEW__\Mirror and Duplicate Doctrine,__AUTHOR_NEW__/Mirror and Duplicate Doctrine,__AUTHOR_NEW__,Mirror and Duplicate Doctrine,,,,,MISSING,AUTHOR_FROM_RATIFICATION,NOT_YET_AUTHORED,CRISIS_LITURGIES,,UNRESOLVED,CL_MIG_001 plan lists AUTHOR_FROM_RATIFICATION; no source file path exists yet,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\registries\mirrors\CL_MIRROR_DOCTRINE.md,CRISIS_LITURGIES/00_INSTITUTIONAL_CONTROL/registries/mirrors/CL_MIRROR_DOCTRINE.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_INSTITUTIONAL_CONTROL\registries\mirrors,NO,NO,N/A,127,OK,NO,NO,__AUTHOR_NEW__\Mirror and Duplicate Doctrine,,BLOCKED,No source artifact — AUTHOR_FROM_RATIFICATION pending human drafting,YES
MFR-0053,CL-MIG-001,__AUTHOR_NEW__\Collection State Language Standard,__AUTHOR_NEW__/Collection State Language Standard,__AUTHOR_NEW__,Collection State Language Standard,,,,,MISSING,AUTHOR_FROM_RATIFICATION,NOT_YET_AUTHORED,CRISIS_LITURGIES,,UNRESOLVED,CL_MIG_001 plan lists AUTHOR_FROM_RATIFICATION; no source file path exists yet,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\04_COLLECTION_REGISTRY\CL_COLLECTION_STATE_LANGUAGE_STANDARD.md,CRISIS_LITURGIES/04_COLLECTION_REGISTRY/CL_COLLECTION_STATE_LANGUAGE_STANDARD.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\04_COLLECTION_REGISTRY,NO,NO,N/A,125,OK,NO,NO,__AUTHOR_NEW__\Collection State Language Standard,,BLOCKED,No source artifact — AUTHOR_FROM_RATIFICATION pending human drafting,YES
MFR-0054,CL-MIG-001,__AUTHOR_NEW__\Collection State Map skeleton,__AUTHOR_NEW__/Collection State Map skeleton,__AUTHOR_NEW__,Collection State Map skeleton,,,,,MISSING,AUTHOR_FROM_RATIFICATION,NOT_YET_AUTHORED,CRISIS_LITURGIES,,UNRESOLVED,CL_MIG_001 plan lists AUTHOR_FROM_RATIFICATION; no source file path exists yet,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\04_COLLECTION_REGISTRY\CL_COLLECTION_STATE_MAP.json,CRISIS_LITURGIES/04_COLLECTION_REGISTRY/CL_COLLECTION_STATE_MAP.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\04_COLLECTION_REGISTRY,NO,NO,N/A,113,OK,NO,NO,__AUTHOR_NEW__\Collection State Map skeleton,,BLOCKED,No source artifact — AUTHOR_FROM_RATIFICATION pending human drafting,YES
